Recency,Frequency,CustomerTenureDays,WeekendPurchaseRatio,Season_0,Season_1,Season_2,Season_3,Reg_4,Reg_8,Reg_Other,Pers_0,Pers_1,Pers_2,Pers_3
-0.4302951123884506,2.057029549674359,1.124962161842419,1.0085240984036672,False,True,False,False,False,True,False,True,False,False,False
-0.8693867177047739,-0.42702786359792405,-1.843066067109856,0.847578187186208,True,False,False,False,False,True,False,False,True,False,False
-0.6937500755782446,-0.42702786359792405,-1.6831722904659623,0.14546157722315867,True,False,False,False,False,True,False,False,True,False,False
-0.6644773018904897,-1.2585307214539572,-2.042933287914723,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
-0.7230228492659995,0.5297493005399376,0.9450816631180388,0.394791943930896,False,False,True,False,True,False,False,False,False,False,True
0.7698886088095,0.5297493005399376,-0.7038229085221139,-0.5678544387883805,False,False,True,False,False,True,False,False,False,True,False
-0.8986594913925289,0.5297493005399376,1.3248293826472861,-0.5678544387883805,False,True,False,False,False,True,False,False,False,False,True
1.355344082564598,-0.7902525962611153,-0.19416149546970313,-0.5678544387883805,False,True,False,False,False,True,False,False,False,True,False
-0.2546584702619212,-0.42702786359792405,0.7652011643936585,-0.5678544387883805,True,False,False,False,False,True,False,False,False,False,True
-0.10829460182314674,-0.7902525962611153,0.04567916949613726,2.5464122288175557,False,False,True,False,False,True,False,False,True,False,False
-0.8108411703292642,0.3380264773322531,-0.2741083837916499,3.457757707128595,True,False,False,False,False,True,False,False,False,False,True
-0.8693867177047739,2.057029549674359,0.7851878864741452,-0.5678544387883805,False,False,False,True,False,True,False,True,False,False,False
-0.7815683966415092,-1.2585307214539572,-1.982973121673263,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
-0.8401139440170191,-0.7902525962611153,-0.014280996745322837,-0.5678544387883805,False,True,False,False,False,True,False,False,True,False,False
2.0871634247584705,-0.42702786359792405,-0.4040220773148135,-0.5678544387883805,False,True,False,False,False,True,False,False,False,True,False
3.609347656521725,-1.2585307214539572,-0.47397560459651694,-0.5678544387883805,False,False,False,True,False,True,False,False,False,True,False
-0.5473862071394702,1.3612521583959696,1.1349555228826624,0.05051370368749986,False,False,False,True,False,True,False,True,False,False,False
0.4771608719319511,0.12066906725908323,0.5353538604680614,-0.5678544387883805,False,False,True,False,False,True,False,False,False,False,True
-0.6352045282027348,-0.7902525962611153,-0.36404863315384006,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
3.843529846023764,-0.42702786359792405,-0.5839025760391938,-0.5678544387883805,False,True,False,False,False,True,False,False,False,True,False
-0.45956788607620547,-0.42702786359792405,0.6552741929509817,-0.5678544387883805,True,False,False,False,False,True,False,False,False,False,True
-0.3424767913251859,0.3380264773322531,1.2049090501643658,-0.5678544387883805,False,False,False,True,False,True,False,False,False,False,True
-0.9572050387680386,1.6580283741333042,1.384789548888746,0.8367341469065642,False,False,True,False,False,True,False,True,False,False,False
-0.5473862071394702,-1.2585307214539572,-1.992966482713506,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
0.8869797035605196,-0.13025164786058943,-0.33406855003311003,-0.5678544387883805,False,False,False,True,False,True,False,False,False,True,False
-0.8693867177047739,-0.7902525962611153,-1.8630527891903426,1.7383786064428282,True,False,False,False,False,True,False,False,True,False,False
-0.6352045282027348,-0.42702786359792405,0.28551983446197765,1.8407687039621035,True,False,False,False,False,True,False,False,False,False,True
0.33079700349317664,0.3380264773322531,0.015699086375407213,0.2158468225841651,False,False,False,True,False,True,False,False,False,False,True
-0.8693867177047739,1.1283179536244838,1.0550086345607157,-0.5678544387883805,True,False,False,False,False,True,False,True,False,False,False
-0.8693867177047739,-0.13025164786058943,-1.6831722904659623,-0.5678544387883805,True,False,False,False,True,False,False,False,True,False,False
-0.5181134334517152,1.1283179536244838,1.0849887176814457,-0.5678544387883805,False,True,False,False,False,True,False,True,False,False,False
2.3506183879482645,-1.2585307214539572,-1.0236104618099011,-0.5678544387883805,False,False,False,True,False,True,False,False,False,True,False
-0.9279322650802837,-1.2585307214539572,-1.982973121673263,1.1466919942552294,False,True,False,False,False,True,False,False,True,False,False
-0.07902182813539184,-1.2585307214539572,-1.7131523735866923,1.6724862337219362,True,False,False,False,False,True,False,False,True,False,False
-0.5181134334517152,0.12066906725908323,-0.7637830747635741,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
3.4337110143951954,-0.7902525962611153,-0.7537897137233307,-0.5678544387883805,False,False,False,True,False,True,False,False,False,True,False
-0.2546584702619212,-0.42702786359792405,-1.6531922073452323,1.3324345245016205,True,False,False,False,False,True,False,False,True,False,False
-0.9279322650802837,2.1263064993261467,0.34548000070343776,-0.5678544387883805,False,False,True,False,False,True,False,True,False,False,False
-0.6937500755782446,1.3612521583959696,0.8251613306351185,0.11563932570629216,True,False,False,False,False,True,False,True,False,False,False
-0.8693867177047739,-0.13025164786058943,-1.473311708620852,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
1.033343571999294,-1.2585307214539572,-0.2641150227514066,3.6327843221684635,True,False,False,False,False,True,False,False,False,True,False
2.3798911616360194,0.12066906725908323,-0.1441946902684864,-0.1302879011887095,False,False,True,False,False,True,False,False,False,True,False
-0.45956788607620547,-1.2585307214539572,-0.5639158539587071,-0.5678544387883805,True,False,False,False,False,True,False,False,True,False,False
-0.8693867177047739,-0.13025164786058943,-0.11421460714775633,0.608324414279536,False,False,True,False,False,True,False,False,False,False,True
-0.9572050387680386,1.4663055509256204,1.4247629930497197,-0.4083365111571079,False,True,False,False,False,True,False,True,False,False,False
-0.9279322650802837,1.7460369761120562,-0.19416149546970313,-0.16134101030868592,True,False,False,False,False,True,False,True,False,False,False
